size_m2,bedrooms,distance_center,building_age,monthly_rent,premium_area
100,3,5.2,10,6397.97,1
77,1,16.08,37,2568.79,0
106,1,23.09,26,3929.86,0
27,4,23.51,6,1200.0,0
61,3,16.94,24,2218.22,0
96,4,24.46,26,3909.08,0
141,2,2.16,29,8540.18,1
92,5,3.67,3,6741.45,1
105,5,15.38,25,6081.57,1
78,1,23.89,29,1633.36,0
132,3,22.44,32,5651.31,1
144,5,15.4,17,8324.99,1
42,1,24.1,0,1200.0,0
67,3,6.55,22,4291.91,0
64,4,8.96,22,3888.79,1
49,4,22.78,10,1654.29,0
37,1,23.0,6,1200.0,0
107,1,7.4,12,5770.26,1
129,2,5.7,26,7478.22,1
81,1,6.86,1,4267.8,0
33,5,2.21,26,2775.41,1
135,2,15.15,20,6479.67,1
105,1,16.66,9,4642.96,0
32,2,2.41,32,1873.73,0
146,3,2.37,13,9523.99,1
145,3,21.33,12,7364.51,1
127,3,8.14,25,7427.29,1
38,4,7.93,2,2928.92,0
97,5,5.98,27,6130.05,1
120,1,16.02,31,5246.15,0
108,4,13.86,31,5581.93,1
133,3,23.02,16,6142.97,0
26,2,16.86,37,1200.0,0
33,1,19.75,39,1200.0,0
48,4,24.54,2,1287.47,0
29,5,7.25,37,1923.22,0
48,3,1.68,26,3289.7,0
145,5,7.65,22,8923.15,1
130,2,3.4,38,7270.7,1
125,5,17.23,9,7178.91,1
105,3,18.48,31,4128.16,0
31,4,21.36,21,1200.0,0
64,2,8.16,10,3285.78,0
108,5,11.66,13,7057.12,1
31,5,11.66,15,1799.12,0
131,2,16.42,10,6401.4,0
49,2,6.01,25,1904.46,0
120,3,5.12,35,6622.88,1
60,4,14.67,6,3602.26,1
110,5,15.72,19,6302.46,1
31,1,22.72,25,1200.0,0
123,5,23.08,31,5962.81,1
88,3,0.5,38,5292.64,1
99,5,23.49,29,4757.48,1
102,1,15.98,0,4514.33,0
62,5,23.83,21,2252.38,0
40,4,11.52,2,2482.31,0
94,3,17.25,10,4471.51,1
82,4,4.77,34,4853.08,1
81,4,9.78,15,4662.25,1
78,4,22.46,13,3232.32,0
75,5,23.86,5,3791.57,0
80,4,10.53,23,4989.31,0
28,2,10.6,1,1200.0,0
111,4,5.12,30,7373.33,1
58,4,20.14,23,2313.12,0
28,5,12.1,13,1802.58,0
63,1,18.74,37,1377.78,0
110,5,24.16,35,4801.56,0
49,2,0.35,6,3157.91,0
109,3,6.41,36,6190.13,0
144,4,18.76,29,7864.19,1
130,4,13.99,17,7248.38,1
108,3,22.53,7,5058.43,0
81,2,18.81,25,2841.97,0
79,3,24.91,3,2745.3,0
142,2,16.5,1,7344.86,1
37,4,17.39,39,1200.0,0
105,2,7.66,1,5944.75,1
93,3,20.71,25,3964.12,0
72,4,16.0,32,3136.77,0
69,5,17.15,29,3314.89,1
132,4,8.46,39,7543.78,1
60,5,0.79,33,4260.84,1
116,2,17.48,10,5380.57,1
142,1,5.75,20,7953.98,1
49,3,1.65,37,3243.07,0
145,2,1.48,38,8300.15,1
112,3,22.41,2,5092.32,1
70,4,14.6,1,4209.27,1
113,5,19.73,5,5489.7,1
40,3,3.33,11,2758.34,1
78,5,6.24,4,5670.26,1
65,3,21.07,16,2359.91,0
116,4,19.54,18,6223.73,1
94,4,6.96,7,5886.32,1
107,2,3.23,12,6214.29,1
137,2,20.79,18,6328.13,1
71,3,6.92,20,4276.26,0
71,3,2.59,18,4583.5,1
64,5,20.07,28,2785.14,0
41,4,12.04,33,1789.51,0
25,2,19.77,1,1200.0,0
40,3,16.24,15,1200.0,0
134,5,9.66,30,8403.1,1
115,1,8.71,21,5687.29,1
127,2,5.5,18,7301.13,1
38,2,2.56,18,2486.84,0
57,3,18.02,27,1719.48,0
79,3,20.86,21,2897.13,0
41,1,6.84,17,1509.9,0
137,1,18.28,36,6177.11,0
137,1,2.42,25,7757.13,1
99,3,20.32,33,4000.26,0
79,5,7.09,32,5071.48,1
107,2,5.13,27,6012.09,0
79,4,11.46,3,4798.39,1
76,1,13.23,34,2441.62,0
130,5,5.41,20,8081.88,1
120,5,21.94,13,6178.76,1
50,4,3.83,8,3402.15,1
106,1,12.49,38,4451.04,0
95,4,12.29,17,5237.69,1
136,5,18.12,13,7861.39,1
143,4,0.63,22,9566.15,1
132,2,4.92,31,7123.79,1
76,3,4.69,26,4279.03,1
125,2,11.88,8,6622.45,1
144,4,12.3,30,7979.79,1
60,3,22.01,15,1650.09,0
53,2,7.5,39,2250.12,0
133,4,22.8,26,6414.85,1
97,3,1.41,5,6752.04,1
69,4,2.73,10,5118.33,1
37,2,10.8,35,1200.0,0
139,3,24.76,5,6586.58,1
61,2,17.95,33,1637.31,0
133,3,24.37,1,6566.4,1
130,3,5.21,31,7515.28,1
91,4,24.05,36,3402.13,0
145,4,3.25,29,8967.52,1
32,3,13.55,38,1200.0,0
92,2,18.58,5,4019.96,0
49,5,12.12,34,2302.87,0
145,5,18.55,35,7934.0,1
140,2,6.79,7,8104.51,1
90,5,0.95,9,6509.17,1
115,5,3.18,15,7742.71,1
80,5,14.92,18,4571.98,0
130,1,18.81,9,6148.29,1
34,3,9.64,4,1988.38,0
109,2,10.56,14,5558.0,0
75,1,12.86,32,2913.88,0
105,2,10.19,30,5220.97,0
136,2,16.9,34,5878.95,1
50,4,10.04,4,3158.56,0
121,3,1.93,23,7252.0,1
73,2,15.43,10,2855.59,0
115,3,9.42,9,6399.07,1
67,2,10.67,1,3335.69,0
83,2,18.08,29,3472.73,0
146,1,5.69,25,8191.64,1
131,3,14.22,20,6829.95,1
35,1,5.4,24,1356.95,0
83,1,23.89,4,3257.29,0
56,4,24.25,24,1724.28,0
61,3,9.22,35,2732.94,0
83,5,3.15,21,5694.16,1
130,3,0.78,10,9186.99,1
79,4,19.87,22,3662.72,0
70,2,3.27,4,4916.21,1
51,5,2.48,3,4251.27,1
27,3,12.47,31,1200.0,0
68,2,8.06,8,3874.59,1
82,1,5.99,18,4451.61,1
127,5,15.28,32,6885.34,1
59,4,14.69,26,2673.87,0
44,4,16.05,34,1472.26,0
121,4,8.99,24,7149.95,1
51,2,22.97,15,1200.0,0
145,3,15.73,10,7545.43,1
33,4,5.48,29,2577.58,0
43,2,24.48,16,1200.0,0
137,3,17.38,27,6363.87,1
141,4,15.48,29,7750.41,1
63,2,3.64,18,4041.28,0
39,4,24.03,20,1200.0,0
45,4,22.15,35,1200.0,0
120,4,12.81,28,6553.68,1
82,3,21.09,10,2998.73,0
113,2,19.85,3,5473.7,1
47,1,2.77,35,1932.17,0
31,4,13.65,23,1484.41,0
29,1,24.66,19,1200.0,0
133,4,8.05,21,8063.42,1
64,4,22.13,21,2268.11,0
123,4,6.48,32,7185.97,1
90,2,22.06,32,3148.01,0
92,4,2.41,14,6789.57,1
84,3,2.04,21,5268.78,1
103,4,14.16,27,5680.53,1
120,2,22.77,28,4957.11,0
91,4,9.01,5,6482.28,1
111,1,12.02,21,5223.62,0
138,3,6.18,15,8303.74,1
97,4,7.32,29,5771.46,1
146,4,3.65,14,9248.12,1
68,4,2.62,1,5433.7,1
57,2,15.94,30,1603.19,0
39,1,9.23,1,1989.17,0
110,5,2.64,15,7086.5,1
50,1,7.03,4,2663.14,0
113,1,23.23,8,3957.75,0
146,1,14.51,15,7245.69,1
140,3,0.95,15,8756.48,1
141,1,14.05,32,6810.88,0
143,4,22.04,3,7747.75,1
102,2,2.42,39,5831.08,1
38,1,11.0,22,1200.0,0
40,4,20.21,9,1242.01,0
138,4,15.51,12,7388.58,1
34,2,23.92,26,1200.0,0
56,4,1.12,6,4236.56,1
28,1,7.24,19,1200.0,0
75,2,15.29,31,3094.01,0
95,4,3.39,26,5684.41,1
78,2,13.47,20,3958.42,0
89,1,20.46,16,2894.86,0
47,4,4.03,29,3209.86,0
137,5,11.17,15,8255.27,1
148,1,6.97,38,7500.78,1
137,1,12.43,14,7120.42,1
59,2,0.77,5,3827.26,1
141,2,3.92,5,8069.13,1
68,2,15.07,24,2626.91,0
59,1,15.43,9,1839.47,0
81,2,2.51,11,5131.84,1
140,4,4.79,21,8670.02,1
84,4,24.92,19,3274.61,0
42,5,22.6,35,1200.0,0
89,2,21.32,31,3172.45,0
83,5,15.49,13,5032.36,1
91,3,14.63,38,4160.65,0
133,1,21.5,21,5663.26,0
105,2,18.88,10,4926.42,1
85,3,3.16,5,5484.21,1
126,4,18.23,13,6686.59,1
47,1,8.67,29,1759.6,0
109,1,21.28,35,3520.43,0
148,3,8.9,1,9139.24,1
45,2,9.97,39,1468.29,0
92,5,5.68,20,5941.22,1
136,5,2.62,4,9541.99,1
30,5,10.83,16,2202.83,0
61,2,3.81,18,4016.92,1
64,2,18.2,37,1637.37,0
63,4,11.26,21,3413.39,0
111,1,4.73,38,5350.0,1
65,3,2.7,4,4974.26,1
79,2,6.61,29,4231.36,0
27,4,11.11,1,1870.87,0
63,2,11.79,6,2881.9,0
82,1,24.02,11,2433.27,0
105,1,18.47,2,4687.17,0
90,3,6.89,20,5179.71,1
129,1,15.43,21,5781.82,1
59,5,2.67,33,4075.25,1
81,3,12.34,1,4314.73,1
73,2,3.46,28,3921.3,1
29,4,8.24,7,1800.75,0
57,2,10.17,23,2262.26,0
75,3,13.77,35,3234.3,0
34,2,11.32,31,1200.0,0
148,2,19.24,15,7303.48,1
130,4,11.31,23,7098.8,1
87,4,5.31,33,5194.59,1
40,1,14.07,23,1200.0,0
99,2,1.0,12,6545.56,1
47,2,1.59,19,2476.13,0
125,1,3.91,33,6769.63,1
147,1,3.79,22,8251.82,1
82,2,3.93,39,4465.02,1
72,5,18.3,33,3055.34,0
106,4,20.38,33,4472.73,0
76,1,22.22,28,1879.74,0
73,2,4.8,32,4031.59,1
115,5,13.53,14,7207.29,1
57,4,1.04,10,4499.55,1
148,1,20.27,14,6737.85,0
128,4,8.21,13,7735.95,1
90,3,18.03,23,4334.82,0
83,5,15.35,18,4901.29,1
120,4,13.29,34,5990.58,1
68,1,4.31,23,3777.69,0
76,3,22.91,14,2882.76,0
94,1,16.98,1,4171.28,0
104,5,21.42,12,5176.49,1
26,1,8.11,37,1200.0,0
61,1,22.33,30,1200.0,0
139,2,16.65,13,6446.45,1
48,4,6.46,18,2939.18,0
59,2,6.59,23,2978.9,0
97,2,5.47,36,5185.34,1
111,4,20.6,26,5209.39,0
32,4,11.76,23,1827.99,0
52,3,11.74,13,2090.81,0
149,4,4.68,11,9345.6,1
71,4,18.99,25,2900.27,0
25,5,3.64,3,2693.82,1
121,5,8.84,2,8039.52,1
46,4,18.96,9,2124.91,0
122,4,18.18,31,5862.82,1
35,3,4.19,0,2733.09,0
44,2,8.64,23,1775.28,0
80,2,23.2,1,3078.16,0
41,2,8.88,19,1989.89,0
112,5,15.88,30,5955.38,1
142,5,1.04,39,9577.23,1
36,2,13.79,29,1200.0,0
129,5,5.45,25,8384.33,1
101,2,9.45,26,5247.45,1
37,3,3.82,17,2390.97,0
120,3,10.03,34,6147.11,1
88,4,14.18,7,5014.52,1
140,1,15.07,9,6515.26,1
46,1,3.62,26,1977.69,0
75,4,8.85,17,4338.42,1
102,3,8.56,23,5512.42,1
145,4,18.86,2,8130.01,1
130,3,20.56,13,6563.77,1
55,3,12.53,24,2690.01,0
147,4,10.14,5,8860.18,1
45,1,8.45,4,2163.07,0
114,5,4.72,7,7854.35,1
32,1,9.19,39,1200.0,0
27,3,13.99,6,1200.0,0
110,5,8.81,12,7045.11,1
98,2,20.52,5,4042.73,0
92,1,24.21,33,2623.81,0
59,1,22.51,2,1582.48,0
56,4,7.34,2,3807.08,1
45,4,5.06,19,3158.44,1
64,5,21.02,0,3625.79,0
54,4,5.76,14,3935.39,0
115,4,7.49,38,6509.86,1
48,5,4.14,13,3766.43,1
53,5,24.2,12,2474.75,0
33,5,12.14,20,2044.23,0
123,2,0.72,32,7070.85,1
45,1,0.43,24,2793.36,0
70,1,12.16,23,2734.17,0
112,1,9.74,3,6383.68,1
75,3,2.88,24,4660.31,1
77,1,2.05,18,4196.74,1
94,4,0.33,29,6281.18,1
46,3,22.69,21,1200.0,0
35,5,18.14,14,1328.39,0
66,4,11.43,7,3944.4,1
93,2,23.76,17,3465.38,0
90,3,10.03,24,4683.7,0
82,2,17.83,8,3367.33,0
52,3,24.16,8,1358.23,0
147,4,9.2,14,8791.49,1
76,4,15.25,33,3199.29,0
33,1,16.78,18,1200.0,0
118,4,22.96,4,6053.41,1
145,4,19.33,18,7600.47,1
26,4,18.56,24,1200.0,0
133,3,9.08,16,8264.11,1
53,3,11.36,29,2353.07,0
127,3,1.8,8,8511.97,1
123,1,13.53,37,5420.36,0
76,1,1.54,25,3746.52,1
142,3,10.11,39,7270.66,1
76,4,17.36,28,3641.27,0
107,4,2.24,5,7356.83,1
109,2,24.74,2,4533.81,0
43,1,20.56,26,1200.0,0
56,4,13.01,34,3025.82,0
118,3,3.26,32,7398.1,1
90,5,24.39,34,3699.63,0
142,4,2.33,1,9415.13,1
71,2,1.6,7,4367.59,0
124,4,23.56,25,5359.08,1
85,3,3.66,2,5459.9,1
94,2,2.67,4,6336.57,1
41,2,5.88,39,1724.78,0
89,2,4.88,29,4688.22,1
97,2,18.85,0,4531.04,0
84,1,18.96,28,2795.65,0
31,1,15.37,33,1200.0,0
25,2,3.6,29,1574.77,0
88,1,7.8,17,4663.89,0
147,1,19.5,8,6736.42,1
64,3,23.22,12,1934.31,0
103,1,13.68,0,5043.01,1
105,4,18.7,13,5638.54,1
82,1,21.72,27,1927.61,0
119,2,22.72,15,4794.67,0
132,5,2.09,9,9387.81,1
140,3,2.82,11,9041.55,1
89,5,23.48,30,4117.62,1
94,4,13.24,17,5160.58,1
96,4,16.6,29,5252.12,1
109,5,8.71,35,6578.09,1
45,2,23.79,3,1200.0,0
135,2,13.86,30,6551.55,0
60,2,11.45,26,2362.1,0
46,3,2.59,16,3178.95,0
108,1,1.65,27,6136.32,1
80,2,5.44,37,4367.5,0
140,2,6.84,38,7101.14,1
28,4,11.51,20,1401.8,0
110,2,20.01,1,4818.99,1
121,1,23.08,4,4912.89,0
135,5,13.91,38,7237.99,1
68,2,15.11,27,3043.2,0
135,3,10.61,18,7222.89,1
59,2,4.82,21,3187.22,0
57,4,4.71,38,3621.63,0
92,4,22.46,11,4335.19,1
92,2,6.72,37,4770.87,0
124,4,21.79,20,6193.33,1
39,4,19.91,29,1200.0,0
138,5,9.35,37,7935.78,1
64,1,13.19,13,2740.55,0
43,1,10.08,16,1526.66,0
28,3,5.62,23,1313.18,0
26,5,17.24,36,1200.0,0
82,3,12.74,3,4303.59,0
100,2,10.8,17,5142.99,1
121,3,15.94,22,6132.74,1
34,5,0.35,30,3178.42,0
35,4,21.82,5,1200.0,0
64,1,22.63,38,1200.0,0
38,1,22.79,11,1200.0,0
78,4,15.66,17,3648.5,0
76,3,14.56,19,3655.77,0
84,3,13.53,32,4069.7,0
109,4,3.65,19,7118.86,1
44,5,8.78,28,2484.32,0
128,5,19.58,31,6423.89,1
105,3,19.26,29,4384.39,0
138,1,4.13,35,7429.56,1
127,5,10.01,3,8171.47,1
121,1,5.99,16,6657.39,1
54,5,16.34,38,2711.44,0
28,2,4.44,24,1262.0,0
40,5,10.83,8,2661.47,0
43,1,13.34,34,1200.0,0
33,2,22.58,4,1200.0,0
78,4,24.51,9,3436.94,0
145,1,22.5,28,6103.41,1
137,2,2.11,31,7959.35,1
47,4,0.85,36,3036.07,0
130,2,16.1,26,6095.44,1
132,1,22.41,31,4957.72,0
87,1,17.14,7,3586.61,0
87,1,22.85,21,2455.77,0
34,3,13.43,38,1200.0,0
56,1,24.65,5,1200.0,0
81,1,0.88,27,4229.89,0
113,2,5.6,33,6193.69,1
99,2,17.04,29,4223.63,0
77,4,22.88,7,3165.65,0
34,4,22.2,17,1200.0,0
32,5,3.01,36,2515.33,1
139,3,5.84,35,8030.19,1
105,5,2.47,37,7084.54,1
103,4,4.7,32,6666.14,1
33,1,4.29,6,2079.93,0
117,3,12.25,13,6484.05,1
31,5,18.08,8,1325.28,0
80,4,11.06,32,4307.39,1
132,4,0.36,15,9373.74,1
72,2,9.22,29,3529.4,0
42,1,24.95,19,1200.0,0
90,4,2.92,27,6078.59,1
94,4,19.5,18,4599.3,1
133,5,16.81,14,7315.8,1
64,2,18.76,35,1897.7,0
71,1,23.07,3,1923.79,0
132,4,17.42,31,7129.95,1
112,3,5.22,6,6866.56,1
79,4,16.66,27,3586.24,0
134,1,17.7,16,6075.56,0
136,1,7.88,4,7662.74,1
141,1,11.45,39,6656.15,1
102,2,3.45,24,6082.54,1
82,1,3.14,39,3903.86,0
144,2,1.27,10,9043.07,1
117,3,13.62,25,6193.36,0
38,2,6.03,18,1695.63,0
71,3,16.96,9,3454.14,1
91,5,7.67,29,5308.53,1
98,5,2.01,35,6509.92,1
120,3,4.72,10,7475.21,1
98,4,7.76,5,6261.0,1
40,1,4.16,25,1729.34,0
55,4,20.91,3,2263.9,0
57,2,19.9,26,1558.31,0
53,1,13.76,36,1277.9,0
103,3,22.98,19,4367.78,0
97,1,11.59,37,3863.98,0
127,5,1.64,13,9046.05,1
66,1,21.35,16,1505.64,0
34,3,7.34,2,2478.18,0
130,1,5.45,24,7023.95,1
130,5,6.54,25,8026.12,1
51,5,12.06,39,2529.74,0
87,3,17.81,39,3539.7,0
66,1,11.86,8,3038.28,0
140,4,14.54,6,8089.38,1
46,4,18.69,29,1541.39,0
87,3,6.67,8,5203.08,1
123,4,8.87,29,7150.84,1
110,3,9.1,1,6703.45,1
99,4,10.44,20,5558.3,1
145,5,24.83,39,6675.05,1
140,1,12.68,33,6090.31,1
121,3,19.48,16,5527.48,0
60,1,3.46,13,3523.52,0
77,5,15.85,23,4149.32,0
145,3,19.71,36,6631.61,1
110,2,3.74,29,5896.59,1
125,2,0.36,20,7379.78,1
128,3,6.2,24,7508.14,1
64,3,2.84,26,4045.48,1
39,4,8.19,1,2710.3,1
128,1,15.08,9,6213.12,1
54,4,7.31,36,3359.12,0
97,5,12.29,3,5899.38,1
62,5,4.75,12,4611.86,1
126,4,9.49,20,7857.98,1
84,5,5.55,21,5834.57,1
112,5,23.25,25,5113.73,1
51,5,12.83,11,2849.73,1
91,1,15.02,0,3725.71,0
112,4,16.02,36,5515.49,1
68,1,23.13,31,1494.69,0
116,1,6.6,0,6621.55,1
141,5,16.67,27,7589.35,1
97,3,7.2,2,6207.93,1
143,2,13.11,38,7192.28,1
124,5,6.12,11,8258.34,1
127,2,1.0,39,7297.82,1
86,5,9.4,10,5640.53,1
49,2,16.55,36,1262.97,0
124,2,22.89,1,5680.21,0
71,5,4.87,38,4874.39,1
52,5,17.8,26,2567.62,0
116,3,9.48,21,6892.03,1
64,3,22.62,24,1726.41,0
33,1,1.3,10,2621.14,0
126,1,19.97,14,5754.93,0
92,2,14.2,11,4395.18,0
51,3,20.19,2,1682.36,0
87,2,2.28,10,5490.12,1
113,3,24.49,39,3731.05,0
94,4,10.77,1,6149.85,1
126,4,3.75,34,8021.71,1
97,2,12.19,4,5121.51,1
143,1,6.92,13,7806.23,1
56,4,0.56,13,4566.97,1
123,1,16.2,25,5483.88,0
64,5,10.86,36,3667.09,0
80,4,2.68,33,5234.71,1
53,5,23.92,21,1805.1,0
45,5,24.83,11,1703.36,0
118,4,24.66,12,5053.21,1
95,1,6.76,30,4719.62,0
89,2,8.81,31,4194.32,0
75,1,3.07,19,3774.69,1
37,1,16.49,33,1200.0,0
118,5,10.65,21,7212.92,1
33,2,20.77,22,1200.0,0
73,2,22.31,38,2100.56,0
58,4,4.67,7,3865.58,1
32,4,21.02,37,1200.0,0
112,5,0.86,4,8502.55,1
124,1,6.17,26,6414.37,1
103,4,2.5,34,6665.47,1
99,3,18.68,27,4243.66,0
49,5,17.1,8,2352.9,0
43,5,22.19,36,1200.0,0
119,4,6.01,32,7396.39,1
116,4,13.16,6,6632.83,1
111,1,22.38,8,4474.13,0
105,2,13.54,27,5135.92,1
26,1,0.33,39,1200.0,0
37,2,21.49,32,1200.0,0
120,4,18.09,1,6238.04,1
109,4,11.19,20,6313.11,1
95,4,4.78,0,6817.67,1
71,1,2.63,4,4105.99,0
39,1,14.28,20,1200.0,0
45,2,22.11,16,1200.0,0
75,5,3.56,16,5676.64,1
93,3,2.2,17,5809.09,1
117,2,10.95,35,6037.71,0
28,2,22.61,27,1200.0,0
62,2,11.97,27,2477.02,0
41,3,15.05,7,1615.04,0
115,3,20.14,38,4995.3,1
137,1,2.38,19,7734.79,1
122,3,12.94,32,6017.09,1
33,1,3.8,13,1690.16,0
85,5,14.0,26,4743.44,1
87,1,5.68,14,4632.19,0
135,5,8.75,23,8397.79,1
124,5,4.49,19,8400.36,1
120,1,9.02,21,6292.53,1
59,4,21.96,9,2229.77,0
72,4,19.28,4,3630.96,1
92,1,8.92,20,4710.59,0
84,3,12.68,9,4199.43,1
33,2,13.82,17,1200.0,0
74,1,1.44,24,4067.02,0
29,1,18.76,15,1200.0,0
27,3,8.88,35,1200.0,0
36,5,14.31,8,1966.55,0
100,2,5.7,19,5753.58,1
119,4,22.22,10,6304.22,1
139,5,1.2,31,9495.1,1
36,2,19.86,35,1200.0,0
105,3,2.58,34,6779.95,1
43,3,19.83,16,1200.0,0
50,4,4.51,10,4019.93,1
49,1,17.76,7,1346.63,0
115,5,10.2,13,6963.73,1
97,2,0.6,5,6355.97,1
57,5,4.57,2,4385.31,1
93,4,19.8,4,4833.88,1
73,3,7.82,0,4545.07,1
149,5,8.73,4,9991.25,1
128,4,21.62,3,6848.46,1
122,1,0.4,16,7276.95,1
113,1,13.36,2,5853.34,1
32,2,8.34,31,1287.15,0
75,4,4.81,18,4790.93,1
98,3,23.1,14,4615.94,0
124,1,9.67,36,6019.3,0
80,2,0.81,17,5441.81,1
134,3,16.13,18,6828.72,1
73,1,0.35,1,4573.9,1
28,5,10.29,26,1575.95,0
70,1,13.67,33,1976.69,0
145,4,23.77,19,7080.84,1
93,3,10.47,36,4800.64,1
137,3,22.22,22,6182.03,1
129,1,17.82,8,6141.19,0
138,4,7.16,5,8688.04,1
87,2,4.44,17,4916.3,1
79,1,3.59,20,4013.82,0
41,1,14.45,16,1200.0,0
89,3,23.69,38,3100.8,0
65,4,12.93,0,4159.92,1
97,3,2.92,0,6625.62,1
76,1,4.26,39,3454.72,0
52,3,18.08,9,2121.73,0
109,3,8.52,22,6103.13,1
117,5,22.46,35,5225.66,1
71,1,10.55,9,3364.28,0
25,3,22.32,22,1200.0,0
79,2,15.5,35,2722.83,0
78,5,8.75,24,4786.52,1
116,5,15.59,14,7032.23,1
106,2,13.61,37,4752.99,0
115,2,9.93,7,6618.05,1
59,3,21.2,4,2243.24,0
77,4,17.38,28,3577.0,0
30,1,18.31,17,1200.0,0
65,2,10.22,4,3362.73,0
53,1,11.04,34,1484.3,0
69,3,20.85,32,1822.33,0
95,4,4.82,16,6207.23,1
95,3,19.99,17,4493.49,0
58,2,1.68,7,3683.59,0
85,5,18.3,6,5023.14,1
105,4,6.6,14,6768.52,1
87,2,1.52,16,5453.3,1
72,3,14.46,33,2934.22,0
107,3,19.13,15,5153.56,0
123,5,13.4,37,6545.09,1
52,4,21.1,2,2462.73,0
50,3,19.32,18,1517.94,0
145,1,11.05,24,7584.42,1
142,4,22.2,32,6513.97,0
143,3,0.7,10,9349.68,1
133,2,9.49,9,7297.81,1
97,4,10.71,11,5766.55,1
112,2,14.98,38,5304.78,0
144,2,13.4,23,7204.69,1
133,1,16.55,17,6182.26,1
44,3,16.5,21,1362.83,0
128,3,1.58,31,8030.54,1
121,1,10.59,28,5816.46,0
75,4,15.51,36,3285.31,0
82,3,16.81,27,3680.37,0
105,4,23.15,37,3996.98,0
114,2,14.1,14,5406.76,1
114,5,4.03,39,7074.26,1
43,1,9.7,24,1200.0,0
119,4,18.87,2,6331.41,1
101,1,13.7,32,4380.29,0
74,1,13.86,34,2431.71,0
58,5,13.99,0,3697.63,1
27,5,17.6,23,1200.0,0
55,2,8.63,36,2192.74,0
110,4,9.88,8,7401.86,1
73,3,17.22,4,3375.22,1
73,2,13.51,36,2707.33,0
82,2,11.48,10,3987.42,0
73,4,23.93,18,2878.23,0
106,1,18.87,22,3840.92,0
80,5,4.3,0,6175.7,1
94,1,22.04,17,3529.29,0
124,4,5.5,27,7776.81,1
115,2,20.53,25,4815.15,0
71,2,18.9,31,2573.01,0
28,1,19.31,20,1200.0,0
121,1,1.35,16,7059.1,1
98,4,15.99,26,5116.43,0
127,3,14.41,28,6692.1,1
67,4,11.8,38,3394.57,0
29,2,14.88,21,1200.0,0
139,5,21.9,24,7171.64,1
75,5,9.28,2,5447.18,1
142,4,16.56,21,7844.69,1
35,5,3.23,15,3273.66,1
34,4,6.01,34,2452.17,1
109,2,9.44,13,5902.69,1
43,4,6.79,9,3362.04,1
121,5,19.49,20,6648.29,1
135,2,14.26,19,6459.91,1
98,1,2.25,5,5883.6,1
59,5,1.38,8,5040.84,1
28,3,9.72,4,1723.01,0
55,2,24.93,14,1200.0,0
97,1,11.76,29,4076.47,0
83,2,21.56,35,2765.22,0
36,4,16.97,9,1200.0,0
134,3,16.9,11,6929.07,1
49,4,21.59,28,1239.32,0
42,3,10.03,11,2358.96,0
73,5,20.64,2,3894.6,1
51,2,5.02,13,2577.55,0
108,5,8.18,34,6379.52,1
127,3,22.63,12,5740.98,1
27,3,7.94,31,1200.0,0
93,5,19.95,1,5002.81,1
75,2,6.61,0,4544.35,0
139,5,11.3,6,8547.72,1
67,3,10.08,18,3987.86,1
135,3,17.43,6,7628.36,1
90,3,19.0,39,3455.76,0
140,5,23.86,5,7794.64,1
48,4,1.93,16,3777.42,1
78,1,1.29,34,4104.99,0
135,3,1.85,34,7768.14,1
142,2,9.24,29,7879.87,1
82,3,22.67,12,3059.83,0
71,3,4.15,5,4402.62,1
76,2,14.45,3,3443.12,0
140,4,8.69,2,8888.9,1
126,5,16.45,5,7641.77,1
141,1,5.77,37,7443.82,1
70,4,1.3,10,5421.45,1
137,2,2.82,13,8854.05,1
79,4,13.9,18,4153.36,0
66,3,0.76,27,4170.62,1
75,4,5.09,0,4982.04,1
41,2,3.82,18,2540.26,0
146,2,20.96,16,6993.54,1
130,5,24.65,0,6978.3,1
96,3,14.99,25,4091.56,0
25,1,24.37,24,1200.0,0
92,3,9.49,17,5227.8,1
121,3,9.24,36,6388.13,1
26,3,5.4,1,1976.38,0
137,3,23.21,39,5714.82,0
114,4,4.86,34,6838.97,1
129,2,10.01,1,7179.05,1
63,5,16.52,38,2938.97,0
145,4,18.77,22,7573.06,1
125,5,2.71,24,8608.51,1
75,3,16.98,4,3592.88,0
102,1,1.32,27,5863.18,1
119,1,20.26,23,4593.57,0
139,4,10.0,30,7448.86,1
125,1,10.34,31,5843.47,0
75,5,7.37,16,4632.05,1
95,3,16.76,0,4956.99,0
104,2,6.09,14,6091.63,1
147,1,20.4,36,6345.16,0
65,3,3.93,39,3501.74,0
102,3,3.95,12,6435.04,1
138,1,5.31,10,7769.13,1
128,4,2.12,18,8901.5,1
96,1,2.73,22,5360.24,1
125,2,16.66,3,6334.84,1
96,2,3.92,12,5949.08,1
85,1,22.17,19,2542.06,0
104,3,17.15,21,4727.11,0
97,3,18.51,20,3915.47,1
99,4,22.79,24,4452.55,0
133,2,0.57,10,8392.92,1
47,5,16.21,11,2798.92,0
46,1,4.43,38,1544.76,0
38,1,5.39,33,1629.07,0
80,2,5.01,9,4696.13,0
34,4,19.66,37,1200.0,0
110,1,16.97,31,4610.56,0
26,3,19.29,32,1200.0,0
141,2,11.81,17,7319.54,1
145,2,6.54,28,7953.34,1
124,2,18.29,31,5285.04,0
71,1,13.89,27,2900.18,0
65,2,11.29,18,2933.58,0
40,4,23.23,3,1200.0,0
133,5,12.35,9,7794.17,1
